MOLECULE_NAME,SMILES,logEpsilon
phenyl_butanoate,CCCC(=O)Oc1ccccc1,0.651278014
isobutylamine,CC(C)CN,0.643452676
isobutyl_isobutyrate,CC(C)COC(=O)C(C)C,0.64246452
1-hexanethiol,CCCCCCS,0.63748973
ethyl_ether,CCOCC,0.63748973
ethylether,CCOCC,0.63748973
ether,CCOCC,0.636989102
tert-butylamine,CC(C)(C)N,0.63447727
anisol,COc1ccccc1,0.633468456
anisole,COc1ccccc1,0.633468456
benzylethylamine,NCCCc1ccccc1,0.633468456
c2h5–o–c2h5,CCO,0.633468456
diethyl_ether,CCOCC,0.633468456
diethylether,CCOCC,0.633468456
mox,CO[C@](NC(=O)[C@@H](C(O)=O)c1ccc(O)cc1)([C@H]2OCC(=C)C(=N2)C(O)=O)C(O)=O,0.633468456
phenyl_pentanoate,CCCCC(=O)Oc1ccccc1,0.633468456
thiophenol,Sc1ccccc1,0.630712565
dee,CCOC(=O)c1c(C)[nH]nc1C,0.630427875
4-vinylphenol,Oc1ccc(C=C)cc1,0.62838893
c2h5oc2h5,CCO,0.627365857
di-ethyl_ether,CCOCC,0.627365857
tcnq,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,0.626340367
ethyloctanoate,CCCCCCCC(=O)OCC,0.62324929
tris2-butoxy_ethylphosphate,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,0.62324929
ethyl_phenyl_ether,CCOc1ccccc1,0.621176282
acetate,CC([O-])=O,0.620136055
1-tetradecanol,CCCCCCCCCCCCCCO,0.619093331
1-heptanethiol,CCCCCCCS,0.613841822
benzyl_salicylate,Oc1ccccc1C(=O)OCc2ccccc2,0.612783857
butylhexanoate,CCCCCC(=O)OCCCC,0.612783857
n-hexylamine,CCCCCCN,0.612783857
pcb,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,0.612783857
sinapic_acid,COc1cc(/C=C/C(O)=O)cc(OC)c1O,0.612783857
dioctyl_sebacate,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,0.603144373
dbe,COC(=O)CCCCC(=O)OC.COC(=O)CCCC(=O)OC.COC(=O)CCC(=O)OC,0.602059991
dibenzylether,C(OCc1ccccc1)c2ccccc2,0.602059991
dodecan-4-ol,CCCCCCCCC(O)CCC,0.602059991
fluorescein,Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1,0.602059991
premix,[Cl-].C[N+](C)(C)CCCl,0.602059991
salvinorin_a,COC(=O)C1CC(OC(C)=O)C(=O)[C@H]2C1(C)CC[C@H]3C(=O)O[C@@H](CC23C)c4cocc4,0.602059991
sulfoxide,CCCCCCCC[S](=O)C(C)Cc1ccc2OCOc2c1,0.602059991
methylanisole,COc1ccccc1C,0.600972896
ep,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(C)=C\c3csc(C)n3,0.599883072
1-octanethiol,CCCCCCCCS,0.596597096
pema,O.CCC(C(N)=O)(C(N)=O)c1ccccc1,0.593839661
n-benzyl-2-methyl-4-nitroaniline,Cc1cc(ccc1NCc2ccccc2)[N+]([O-])=O,0.591287265
doa,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0.591064607
dpe,ClC(Cl)(Cl)C(c1ccccc1)c2ccccc2,0.591064607
isopropyl_ether,CC(C)OC(C)C,0.591064607
pentacene,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,0.591064607
tbc,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,0.590507462
benzyl_ether,C(OCc1ccccc1)c2ccccc2,0.586587305
isopropylether,CC(C)OC(C)C,0.584896344
1-decanethiol,CCCCCCCCCCS,0.584331224
tetraline,C1CCc2ccccc2C1,0.583198774
dibenzyl_ether,C(OCc1ccccc1)c2ccccc2,0.582177038
diphenyl_ether,O(c1ccccc1)c2ccccc2,0.581266805
diisopropylether,CC(C)OC(C)C,0.580924976
oleyl_alcohol,CCCCCCCC\C=C/CCCCCCCCO,0.579783597
dio,C1COCCO1,0.574031268
butyl_phenyl_ether,CCCCOc1ccccc1,0.572174314
diphenylether,O(c1ccccc1)c2ccccc2,0.571708832
1-pentadecanol,CCCCCCCCCCCCCCCO,0.57054294
acrylate_trimethylolpropane_triacrylate,CCC(CO)(CO)CO.OC(=O)C=C.OC(=O)C=C.OC(=O)C=C.OC(=O)C=C,0.56937391
1-chloro-n-hexadecane,CCCCCCCCCCCCCCCCCl,0.568201724
di-isopropyl_ether,CC(C)OC(C)C,0.568201724
epoxy_resin,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3,0.568201724
tpp,Cc1ncc(C[n+]2csc(CCO[P](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,0.568201724
octylamine,CCCCCCCCN,0.567026366
tetracene,c1ccc2cc3cc4ccccc4cc3cc2c1,0.567026366
badge,CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3,0.556302501
butyl_ether,CCCCOCCCC,0.556302501
diethylamine,CCNCC,0.556302501
eicosylamine,CCCCCCCCCCCCCCCCCCCCN,0.556302501
pmda,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,0.556302501
poly4-vinylphenol,CCc1ccc(O)cc1,0.556302501
2-propanol–toluene,CC(C)O.Cc1ccccc1,0.555094449
diisopropyl_ether,CC(C)OC(C)C,0.555094449
n-octylamine,CCCCCCCCN,0.553883027
dibromoethane,CC(Br)Br,0.553276046
1-hexadecanol,CCCCCCCCCCCCCCCCO,0.551449998
bismaleimide,O=C1C=CC(=O)N1c2ccc(Cc3ccc(cc3)N4C(=O)C=CC4=O)cc2,0.550228353
1-hexanamine,CCCCCCN,0.547774705
perylene,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,0.547159121
dea,OCCNCCO,0.546542663
2-methylamino-5-chlorobenzophenone,CNc1ccc(Cl)cc1C(=O)c2ccccc2,0.544068044
acrylonitrile_butadiene_styrene,C=CC=C.C=CC#N.C=Cc1ccccc1,0.544068044
atrazine,CCNc1nc(Cl)nc(NC(C)C)n1,0.544068044
hydrazide,NNC(=O)c1ccncc1,0.544068044
lpa,OC(=O)CCCC[C@@H]1CCSS1,0.544068044
peceol,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)CO,0.544068044
pyromellitic_dianhydride,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,0.544068044
tuftsin,C[C@@H](O)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(O)=O.CC(O)=O.CC(O)=O,0.544068044
dibenzylamine,C(NCc1ccccc1)c2ccccc2,0.537315273
1-heptylamine,CCCCCCCN,0.534026106
1_1_1_trichloroethane,CC(Cl)(Cl)Cl,0.531478917
1_1_2-trichloro-ethane,ClCC(Cl)Cl,0.531478917
behenic_acid,CCCCCCCCCCCCCCCCCCCCCC(O)=O,0.531478917
labrafil,CCCCCCCCCCCCCCCCCC(O)=O.CCCCCCCCCCCCCCCC(O)=O.OCCOCC(COCCO)OCCO,0.531478917
naphthalene,c1ccc2ccccc2c1,0.531478917
trichloroethane,CC(Cl)(Cl)Cl,0.531478917
din-propyl_ether,CCCOCCC,0.530199698
2_6-dichlorotoluene,Cc1c(Cl)cccc1Cl,0.526339277
dipropyl_ether,CCCOCCC,0.523746467
n-hexane–chloroform,CCCCCC.ClC(Cl)Cl,0.519827994
1-octanamine,CCCCCCCCN,0.51851394
diglycidyl_ether_of_bisphenol_a,CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3,0.51851394
phenyl_laurate,CCCCCCCCCCCC(=O)Oc1ccccc1,0.515873844
isopropyl_myristate,CCCCCCCCCCCCCC(=O)OC(C)C,0.511214701
dpa,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25,0.509874285
glycerol_trioleate,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.506505032
1-propanoic_acid,CCC(O)=O,0.505149978
chrysene,c1ccc2c(c1)ccc3c4ccccc4ccc23,0.505149978
octanethiol,CCCCCCCCS,0.505149978
phenyl,c1ccccc1,0.505149978
propanoic_acid,CCC(O)=O,0.505149978
triolein,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,0.505149978
apollo,Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,0.50242712
ma,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0.498310554
propionic_acid,CCC(O)=O,0.498310554
di-n-propylamine,CCCNCCC,0.495544338
glycerol_tripalmitate,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,0.494154594
dtab,[Br-].CCCCCCCCCCCC[N+](C)(C)C,0.493458051
dipentyl_ether,CCCCCOCCCCC,0.491361694
gma,N[C@H](CCC(O)=O)C(N)=O,0.491361694
oleylamine,CCCCCCCC\C=C/CCCCCCCCN,0.491361694
planum,CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,0.491361694
polycarbonate,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,0.491361694
polysulphone,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.Oc3ccc(cc3)[S](=O)(=O)c4ccc(O)cc4,0.491361694
dibutylether,CCCCOCCCC,0.488550717
ethyl_palmitate,CCCCCCCCCCCCCCCC(=O)OCC,0.487138375
dibutyl_ether,CCCCOCCCC,0.484299839
din-butyl_ether,CCCCOCCCC,0.484299839
fluorene,C1c2ccccc2c3ccccc13,0.484299839
2-methylimidazole,Cc1[nH]ccn1,0.482873584
1-heptanoic_acid,CCCCCCC(O)=O,0.481442629
9-methylanthracene,Cc1c2ccccc2cc3ccccc13,0.480006943
glycerol_tristearate,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,0.480006943
dansyl,CN(C)c1cccc2c1cccc2[S](Cl)(=O)=O,0.477121255
dipalmitoylphosphatidylcholine,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P]([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0.477121255
ellagic_acid,Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34,0.477121255
glutamic_acid,N[C@@H](CCC(O)=O)C(O)=O,0.477121255
mpd,C[C@H](O)CC(C)(C)O,0.477121255
plurol_oleique,OCC(O)CCCCCCCCC\C=C/CCCC(CC(O)CO)C(CC(O)CO)C(CC(O)CO)C(CC(O)CO)C(=O)OCC(O)CO,0.477121255
polycaprolactam,CCCCCC(N)=O,0.477121255
polysulfone,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.Oc3ccc(cc3)[S](=O)(=O)c4ccc(O)cc4,0.477121255
tyrosine,N[C@@H](Cc1ccc(O)cc1)C(O)=O,0.477121255
salicylic_acid,OC(=O)c1ccccc1O,0.475671188
anthracene,c1ccc2cc3ccccc3cc2c1,0.47348697
dipropylamine,CCCNCCC,0.465828815
cyclopentadienone,O=C1C=CC=C1,0.462397998
ethyl_methyl_carbonate,CCOC(=O)OC,0.462397998
ethylmethyl_carbonate,CCCOC([O-])=O,0.462397998
methyl_ethyl_carbonate,CCOC(=O)OC,0.462397998
l-lysine,NCCCC[C@H](N)C(O)=O,0.460897843
1-butanoic_acid,CCCC(O)=O,0.459392488
octanoic_acid,CCCCCCCC(O)=O,0.45484486
1-methylnaphthalene,Cc1cccc2ccccc12,0.454463733
1-hexanoic_acid,CCCCCC(O)=O,0.450249108
1-octanoic_acid,CCCCCCCC(O)=O,0.450249108
diethyl_carbonate,CCOC(=O)OCC,0.450249108
dec,C1CCC2CCCCC2C1,0.449092531
acetaminophen,CC(=O)Nc1ccc(O)cc1,0.447158031
benzoxazole,o1cnc2ccccc12,0.447158031
diethylcarbonate,CCOC(=O)OCC,0.447158031
styrene-butadiene,C=CC=C.C=Cc1ccccc1,0.447158031
terpineol,CC(=C)C1CCC(C)(O)CC1.CC2=CCC(CC2)C(C)(C)O,0.447158031
tritolyl_phosphate,Cc1ccccc1O[P](=O)(Oc2ccccc2C)Oc3ccccc3C,0.444044796
mdea,CN(CCO)CCO,0.442479769
phthalic_anhydride,O=C1OC(=O)c2ccccc12,0.442479769
tetralin,C1CCc2ccccc2C1,0.442479769
din-pentyl_ether,CCCCCOCCCCC,0.436162647
tetrahydronaphthalene,C1CCc2ccccc2C1,0.436162647
thiophene,s1cccc1,0.435685138
bromodiphenylmethane,BrC(c1ccccc1)c2ccccc2,0.432969291
dimethyl,CC,0.431363764
dmm,CC(CCC(C)O[S](C)(=O)=O)O[S](C)(=O)=O,0.431363764
isoprene,CC(=C)C=C,0.431363764
pentanoic_acid,CCCCC(O)=O,0.42975228
msq,COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC,0.427323786
cyanine,[Cl-].Nc1ccc2nc3ccc(N)cc3[s+]c2c1,0.426511261
propylamine,CCCN,0.426104428
1-pentanoic_acid,CCCCC(O)=O,0.424881637
valeric_acid,CCCCC(O)=O,0.424881637
vinyon,CC(=O)OC=C.ClC=C,0.423245874
propylene,CC=C,0.421603927
allylbenzene,C=CCc1ccccc1,0.419955748
benzocyclobutene,C1Cc2ccccc12,0.419129308
benzocyclobutane,C1Cc2ccccc12,0.416640507
mpmp,CN1CCCC(C1)CN2c3ccccc3Sc4ccccc24,0.416640507
1_3-diisopropenyl_benzene,CC(=C)c1cccc(c1)C(C)=C,0.414973348
ascorbic_acid,OCC(O)C1OC(=C(O)C1=O)O,0.414973348
ddt,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,0.414973348
diamantane,C1C2CC3C4CC5CC(C14)C(C2)C3C5,0.414973348
isobutyric_acid,CC(C)C(O)=O,0.414973348
polystyrene,C=Cc1ccccc1,0.414973348
squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,0.414973348
trioctylphosphine_oxide,CCCCCCCC[P](=O)(CCCCCCCC)CCCCCCCC,0.414973348
heptanoic_acid,CCCCCCC(O)=O,0.413299764
o-xylene,Cc1ccccc1C,0.406710459
aldehyde,CC=O,0.40654018
l-asparagine,N[C@@H](CC(N)=O)C(O)=O,0.40654018
din,Oc1ccc2c(O)cccc2c1,0.404833717
adamantane,C1C2CC3CC1CC(C2)C3,0.403120521
biphenyl,c1ccc(cc1)c2ccccc2,0.402261382
arachidic_acid,CCCCCCCCCCCCCCCCCCCC(O)=O,0.397940009
dl-aspartic_acid,NC(CC(O)=O)C(O)=O,0.397940009
oleic_acid,CCCCCCCC\C=C/CCCCCCCC(O)=O,0.397940009
styrofoam,CC(C)c1ccccc1,0.397940009
ttc,[Cl-].c1ccc(cc1)n2nc(n[n+]2c3ccccc3)c4ccccc4,0.397940009
l-aspartic_acid,N[C@@H](CC(O)=O)C(O)=O,0.394451681
norbornane,C1CC2CCC1C2,0.394451681
styrene,C=Cc1ccccc1,0.392696953
ethylbenzene,CCc1ccccc1,0.388509715
ethyl_benzene,CCc1ccccc1,0.388456453
hexamethylene_diamine,NCCCCCCN,0.383815366
tri-ethylamine,CCN(CC)CC,0.383815366
triethylamine,CCN(CC)CC,0.383815366
teta,NCCNCCNCCN,0.383456297
hydroxy-l-proline,ON1CCC[C@H]1C(O)=O,0.382017043
1_2-xylene,Cc1ccccc1C,0.380211242
cumene,CC(C)c1ccccc1,0.380211242
decanethiol,CCCCCCCCCCS,0.380211242
mbn,Cc1ccccc1,0.380211242
pseudocumene,Cc1ccc(C)c(C)c1,0.380211242
thymine,CC1=CNC(=O)NC1=O,0.380211242
tol,COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O,0.380211242
triethyl_amine,CCN(CC)CC,0.380211242
nicotine,CN1CCC[C@H]1c2cccnc2,0.377306251
isopropylbenzene,CC(C)c1ccccc1,0.376668186
1_2_4-trimethylbenzene,Cc1ccc(C)c(C)c1,0.376576957
l-proline,OC(=O)[C@@H]1CCCN1,0.376576957
methylbenzene,Cc1ccccc1,0.376576957
toluene,Cc1ccccc1,0.376576957
trimethylbenzene,Cc1cccc(C)c1C,0.376576957
propylbenzene,CCCc1ccccc1,0.374748346
diethylbenzene,CCc1ccccc1CC,0.374565061
1-tridecanol,CCCCCCCCCCCCCO,0.373831145
d-limonene,CC(=C)C1CCC(=CC1)C,0.372912003
m-xylene,Cc1cccc(C)c1,0.372912003
propyl_benzene,CCCc1ccccc1,0.372912003
butylbenzene,CCCCc1ccccc1,0.372727941
tert-butyl_benzene,CC(C)(C)c1ccccc1,0.372727941
p-cymene,CC(C)c1ccc(C)cc1,0.369215857
phenethylammonium,[NH3+]CCc1ccccc1,0.369215857
limonene,CC(=C)C1CCC(=CC1)C,0.368714459
xylenes,CCc1ccccc1.Cc2ccc(C)cc2.Cc3cccc(C)c3.Cc4ccccc4C,0.366422957
isobutylbenzene,CC(C)Cc1ccccc1,0.365113432
nylon_6,CCCCCC(N)=O,0.361727836
dda,Nc1ncnc2n(cnc12)[C@H]3CC[C@@H](CO)O3,0.36078269
4-ma,CCN(CC)C(=O)[C@H]1CCC2C3CC[C@H]4N(C)C(=O)CCC4(C)C3CCC12C,0.359835482
perhydrofluorene,C1CCC2C(C1)CC3CCCCC23,0.358125285
benzene,c1ccccc1,0.357934847
isopropenylbenzene,CC(=C)c1ccccc1,0.357934847
xylene,Cc1ccccc1C,0.357934847
mesitylene,Cc1cc(C)cc(C)c1,0.357839597
1_3_5-trimethylbenzene,Cc1cc(C)cc(C)c1,0.357744325
p-xylene,Cc1ccc(C)cc1,0.356025857
1-phenyloctane,CCCCCCCCc1ccccc1,0.354108439
octylbenzene,CCCCCCCCc1ccccc1,0.354108439
phenyloctane,CCCCCCCCc1ccccc1,0.354108439
polyisobutylene,CC(C)=C,0.352182518
1_2_4-trichlorobenzene,Clc1ccc(Cl)c(Cl)c1,0.350248018
dimethyladamantane,CC1C2CC3CC(C2)CC1(C)C3,0.344785123
1_4-dioxan,C1COCCO1,0.344392274
1_4-dioxane,C1COCCO1,0.344392274
cis-decalin,C1CC[C@@H]2CCCC[C@@H]2C1,0.344392274
dioxane,C1COCCO1,0.344392274
dmo,CC1(C)OC(=O)NC1=O,0.344392274
p-dioxane,C1COCCO1,0.344392274
decalin,C1CCC2CCCCC2C1,0.342422681
decaline,C1CCC2CCCCC2C1,0.342422681
diacetamide,CC(=O)NC(C)=O,0.342422681
dph,C[C@@H](Cc1ccccc1)C(N)=O,0.342422681
n-pentadecane,CCCCCCCCCCCCCCC,0.342422681
tcd,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0.342422681
trans-decalin,C1CC[C@@H]2CCCC[C@H]2C1,0.342422681
decahydronaphthalene,C1CCC2CCCCC2C1,0.341830057
cyclodecane,C1CCCCCCCCC1,0.340642378
cyclohexene,C1CCC=CC1,0.340047318
padma,COC(Cc1ccccc1)OC,0.338456494
n-octanoic_acid,CCCCCCCC(O)=O,0.336459734
cyclooctene,C1CCCC=CCC1,0.335056519
dhn,[Na+].CC(=O)[C-]1C(=O)OC(=CC1=O)C,0.333245699
1-eicosanol,CCCCCCCCCCCCCCCCCCCCO,0.331548761
cyclooctane,C1CCCCCCC1,0.326335861
pentol,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC\C=C\CCCCCCCC,0.326335861
mpa,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(C)\CCC(O)=O,0.322632712
bcn,OCCN(CCO)CC(O)=O,0.322219295
isohexadecane,CCCCCCCCCCCCCC(C)C,0.322219295
norbornene,C1CC2CC1C=C2,0.322219295
polypropylene,CC=C,0.322219295
trioctylamine,CCCCCCCCN(CCCCCCCC)CCCCCCCC,0.322219295
1-octene,CCCCCCC=C,0.31827208
undecane,CCCCCCCCCCC,0.315970345
heptadecane,CCCCCCCCCCCCCCCCC,0.31386722
n-hexadecane,CCCCCCCCCCCCCCCC,0.311753861
pentadecane,CCCCCCCCCCCCCCC,0.310587115
n-tetradecan,CCCCCCCCCCCCCC,0.308948386
mch,CC1=CC(=O)CCC1,0.307496038
tetradecane,CCCCCCCCCCCCCC,0.307496038
tridecane,CCCCCCCCCCCCC,0.307496038
cyclohexane,C1CCCCC1,0.305351369
methylcyclohexane,CC1CCCCC1,0.305351369
dodecane,CCCCCCCCCCCC,0.303196057
n-dodecane,CCCCCCCCCCCC,0.303196057
acetone–hexane,CCCCCC.CC(C)=O,0.301029996
arginine,N[C@@H](CCCNC(N)=N)C(O)=O,0.301029996
aspartic_acid,N[C@@H](CC(O)=O)C(O)=O,0.301029996
chx,C1CCCCC1,0.301029996
decane,CCCCCCCCCC,0.301029996
decanol_cyclohexane,CCCCCCCCCCO.C1CCCCC1,0.301029996
hexadecane,CCCCCCCCCCCCCCCC,0.301029996
iso-dodecane,CCCCCCCCCC(C)C,0.301029996
pco,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N\C=C/S,0.301029996
phenazine,c1ccc2nc3ccccc3nc2c1,0.301029996
xylol,Cc1ccccc1C,0.301029996
nonane,CCCCCCCCC,0.298853076
n-decane,CCCCCCCCCC,0.297760511
i-decane,CCCCCCCC(C)C,0.29666519
linalool,CC(C)=CCCC(C)(O)C=C,0.29666519
isopentane,CCC(C)C,0.2955671
n-tetradecane,CCCCCCCCCCCCCC,0.2955671
n-nonane,CCCCCCCCC,0.294906911
cyclopentane,C1CCCC1,0.293362555
carbon_nitride,NCCN,0.290034611
octane,CCCCCCCC,0.290034611
2_2_4-trimethylpentane,CC(C)CC(C)(C)C,0.28780173
iso-octane,CCCCCC(C)C,0.28780173
isooctane,CCCCCC(C)C,0.28780173
ethane,CC,0.285557309
n-octane,CCCCCCCC,0.283527365
2-furoylfluoride_heptane,CCCCCCC.FC(=O)c1occc1,0.283301229
heptane,CCCCCCC,0.283301229
n-heptane,CCCCCCC,0.283301229
c2h6,CC,0.282622113
3-methylpentane,CCC(C)CC,0.278753601
heptan,CCCCCCC,0.278753601
hexane,CCCCCC,0.276461804
iso-hexane,CCCC(C)C,0.276461804
n-hexane,CCCCCC,0.276461804
phema,CC(=C)C(=O)OCCO,0.275196142
hexane-methanol,CO.CCCCCC,0.274157849
hexanes,CCCCCC,0.274157849
polybutene,CCC=C.C\C=C\C,0.273001272
n-pentane,CCCCC,0.264817823
pentane,CCCCC,0.264817823
dioctylcyclohexane,CCCCCCCCC1(CCCCCCCC)CCCCC1,0.255272505
2_2-dimethylpropane,CC(C)(C)C,0.250420002
1-nonanoic_acid,CCCCCCCCC(O)=O,0.235528447
n-butane,CCCC,0.230448921
citral,CC(C)=CCCC(C)=CC=O,0.204119983
morin,Oc1ccc(c(O)c1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,0.204119983
prolate,CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,0.204119983
butanoic_acid,CCCC(O)=O,0.176380692
[methionine],CSCC[C@H](N)C(O)=O,0.176091259
propane,CCC,0.176091259
meo,COC1CCN(CC1)C2CC(OC(C)C2O)OC3c4c(O)c5C(=O)c6c(OC)cccc6C(=O)c5c(O)c4CCC3(O)C(C)=O,0.174016172
ctc,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)\O)C1=O,0.163727736
kaempferol,Oc1ccc(cc1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,0.141449773
spurr,CC(C)CC(C)/C=C/CC1CC(=O)OC1=O.C(COCC2CO2)COCC3CO3.C4CC5OC5CC4C6CO6,0.117271296
egmpe,OCCOc1ccccc1,0.101747074
rhodamine_6g,[Cl-].CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(c2cc1C)c4ccccc4C(=O)OCC,0.079181246
doxo,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0.033423755
triphenylamine,c1ccc(cc1)N(c2ccccc2)c3ccccc3,0.021189299
dehp,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0
dfdt,Fc1ccc(cc1)C(c2ccc(F)cc2)C(Cl)(Cl)Cl,-0.37675071
1_3-dibromopropane,BrCCCBr,-0.462180905
